,Datum,Schluss DAX,Schluss EURO STOXX 50,Schluss Dow Jones,Schluss SMI,Schluss MSCI World,Schluss FTSE,Schluss ATX,Schluss SDAX,Schluss Tec DAX,Schluss NASDAQ 100,Schluss Nikkei,Schluss Hang Seng,Schluss SHANGHAI STOCK EXCHANGE B SHARES,Schluss Emerging Markets,Schluss Bovespa
0,2003-03-24,2548.37,2124.78,8214.6,4230.7,764.795,3743.3,1157.18,1700.34,337.78,1047.1,8435.07,9108.45,120.8,279.256,11052.0
1,2003-03-25,2636.1,2184.98,8280.2,4263.6,771.798,3762.0,1159.88,1712.51,344.77,1066.57,8238.76,9062.15,119.09,277.982,11248.0
2,2003-03-26,2579.33,2172.64,8229.8,4247.1,770.102,3793.1,1171.04,1717.3,346.33,1066.3,8351.92,9047.09,118.06,278.743,11206.0
3,2003-03-27,2584.05,2132.51,8201.4,4194.5,766.602,3729.1,1166.62,1703.45,340.55,1061.93,8368.67,8872.32,122.61,277.431,11233.0
4,2003-03-28,2520.84,2132.11,8145.7,4207.6,762.954,3708.5,1162.82,1697.9,338.76,1046.72,8280.16,8848.26,121.65,277.317,11396.0
5,2003-03-31,2423.87,2036.86,7992.1,4085.6,748.628,3613.3,1163.11,1694.58,329.52,1018.66,7972.71,8634.45,122.46,272.267,11273.0
6,2003-04-01,2450.19,2067.23,8069.8,4135.5,756.638,3684.8,1167.71,1717.03,338.52,1022.63,7986.72,8596.89,122.8,273.664,11592.0
7,2003-04-02,2589.35,2160.23,8285.0,4272.1,773.24,3753.4,1186.81,1735.56,350.54,1063.46,8069.85,8706.1,122.03,276.152,11872.0
8,2003-04-03,2569.81,2182.97,8240.3,4327.2,771.598,3771.1,1183.09,1731.67,345.81,1064.06,8017.75,8648.1,121.83,277.748,12006.0
9,2003-04-04,2654.07,2223.17,8277.1,4386.2,774.865,3814.4,1189.87,1743.91,345.7,1050.71,8074.12,8822.4,124.67,281.023,12065.0
10,2003-04-07,2808.94,2314.54,8300.4,4490.7,782.854,3935.8,1211.31,1797.94,368.16,1053.28,8249.98,8962.2,123.74,287.198,12135.0
11,2003-04-08,2767.79,2282.24,8298.9,4465.0,778.792,3868.8,1205.21,1798.56,366.56,1046.3,8131.41,8806.6,123.1,285.742,11778.0
12,2003-04-09,2734.1,2279.52,8197.9,4472.8,771.811,3861.4,1197.45,1814.06,368.0,1023.52,8057.61,8636.8,123.6,283.489,11758.0
13,2003-04-10,2697.1,2222.4,8221.3,4374.2,772.938,3803.3,1197.59,1807.84,357.52,1033.14,7980.12,8625.7,122.41,283.683,11591.0
14,2003-04-11,2733.95,2247.47,8203.4,4448.1,770.296,3808.1,1200.02,1823.44,358.57,1026.15,7816.49,8645.6,124.68,284.702,11718.0
15,2003-04-14,2776.78,2273.96,8351.1,4493.4,781.179,3849.4,1196.04,1825.6,359.53,1048.31,7752.1,8533.5,128.43,286.319,11873.0
16,2003-04-15,2834.12,2317.72,8402.3,4605.3,789.094,3916.8,1190.99,1836.0,364.61,1053.08,7838.83,8632.1,130.16,290.737,12043.0
17,2003-04-16,2824.68,2294.95,8257.6,4556.7,782.68,3854.9,1173.64,1842.08,369.61,1054.89,7879.49,8675.1,128.34,294.288,12043.0
18,2003-04-17,2899.78,2324.27,8337.6,4523.7,792.656,3889.2,1177.54,1856.63,373.96,1083.56,7821.9,8579.1,129.0,294.459,12395.0
19,2003-04-22,2960.96,2343.59,8484.9,4531.3,803.888,3917.7,1172.01,1884.84,380.99,1102.44,7790.46,8571.9,124.63,293.879,12452.0
20,2003-04-23,2974.4,2365.97,8515.6,4586.9,810.797,3966.5,1196.49,1917.96,386.93,1112.93,7793.38,8519.6,121.76,294.128,12394.0
21,2003-04-24,2891.62,2310.87,8440.0,4519.1,805.296,3899.0,1204.11,1924.41,382.06,1108.12,7854.57,8442.1,119.3,290.03,12120.0
22,2003-04-25,2838.23,2271.92,8306.3,4475.9,794.409,3870.2,1200.62,1919.33,378.33,1083.19,7699.5,8409.0,118.06,285.768,12126.0
23,2003-04-28,2953.92,2344.02,8471.6,4556.5,806.666,3940.3,1216.56,1936.45,386.38,1107.13,7607.88,8435.0,119.85,287.674,12464.0
24,2003-04-30,2942.04,2324.23,8480.0,4542.7,813.302,3926.0,1229.16,1948.49,389.35,1106.06,7831.42,8717.2,118.61,295.166,12556.0
25,2003-05-02,2986.0,2321.9,8582.6,4516.3,822.498,3952.6,1262.58,1969.41,397.24,1136.51,7907.19,8808.1,118.61,296.707,12832.0
26,2003-05-12,2937.26,2318.0,8726.7,4479.7,839.966,3987.4,1308.97,1986.0,390.46,1160.42,8221.12,9155.5,116.42,305.898,13320.0
27,2003-05-13,2909.95,2312.9,8679.2,4538.6,838.565,3999.9,1307.36,1987.81,393.24,1155.97,8190.26,9119.0,111.22,305.676,13420.0
28,2003-05-14,2926.03,2309.93,8647.8,4546.6,838.027,3975.0,1320.69,1992.85,390.0,1148.14,8244.91,9103.6,113.02,304.999,13459.0
29,2003-05-15,2989.38,2344.01,8713.1,4560.6,843.04,4011.1,1324.9,2021.68,397.38,1162.93,8123.4,9126.0,116.61,305.226,13129.0
30,2003-05-16,2989.08,2349.13,8678.9,4594.8,844.286,4049.0,1325.74,2039.74,398.52,1154.48,8117.29,9093.1,116.49,303.016,13224.0
31,2003-05-19,2850.68,2248.03,8493.3,4489.4,826.254,3941.3,1311.41,2010.6,387.69,1112.49,8039.13,9087.3,117.05,300.503,12745.0
32,2003-05-20,2838.93,2249.06,8491.3,4514.4,826.132,3971.6,1313.58,2013.39,383.48,1112.85,8059.48,9050.4,115.65,299.839,12745.0
33,2003-05-21,2827.25,2229.43,8516.4,4450.6,826.243,3936.4,1310.41,1993.88,371.7,1113.68,8018.51,9059.8,115.26,300.255,13033.0
34,2003-05-22,2865.21,2261.98,8594.0,4570.7,834.241,3990.4,1310.61,2005.02,382.94,1131.45,8051.66,9131.4,115.61,302.123,13100.0
35,2003-05-23,2822.83,2246.58,8601.3,4574.0,836.94,3979.8,1307.24,2007.06,383.4,1130.05,8184.76,9303.7,116.14,307.084,13142.0
36,2003-05-27,2873.6,2259.35,8781.3,4566.8,847.74,3992.4,1288.85,2003.27,385.7,1172.58,8120.24,9420.8,116.81,309.112,13246.0
37,2003-05-28,2919.54,2309.33,8793.1,4664.8,850.656,4071.9,1284.97,2012.1,394.31,1173.31,8234.18,9510.6,117.62,312.899,13305.0
38,2003-05-30,2982.68,2330.06,8850.2,4630.8,857.649,4048.1,1250.19,2033.98,403.65,1197.89,8424.51,9487.3,119.5,315.436,13421.0
39,2003-06-02,3064.56,2379.39,8897.8,4754.8,865.511,4129.3,1285.48,2054.03,421.07,1185.13,8547.17,9637.5,118.65,319.468,13228.0
40,2003-06-03,3026.82,2366.31,8922.9,4713.1,865.865,4115.7,1291.63,2059.46,412.12,1198.57,8564.49,9662.8,117.47,318.194,13350.0
41,2003-06-05,3039.76,2365.76,9041.3,4706.6,881.732,4104.3,1294.57,2087.01,419.28,1231.72,8657.23,9639.0,116.37,322.708,13779.0
42,2003-06-06,3127.46,2421.92,9062.7,4786.7,883.293,4150.8,1302.1,2101.37,429.07,1213.11,8785.87,9694.6,115.13,324.475,13923.0
43,2003-06-10,3140.34,2410.55,9054.8,4788.9,879.567,4113.0,1301.54,2110.96,435.33,1212.99,8789.09,9703.7,115.25,325.053,13893.0
44,2003-06-11,3178.15,2452.4,9183.2,4840.3,892.272,4150.1,1307.66,2125.82,436.54,1228.24,8890.3,9662.0,117.12,325.354,13876.0
45,2003-06-12,3219.47,2479.91,9196.5,4880.2,894.314,4161.3,1288.81,2134.48,435.75,1229.32,8918.6,9736.8,116.97,328.979,13982.0
46,2003-06-13,3168.71,2440.32,9117.1,4795.1,887.463,4134.1,1297.22,2119.3,424.72,1203.91,8980.64,9855.6,116.8,330.159,13733.0
47,2003-06-16,3264.5,2492.28,9318.9,4900.4,903.274,4152.9,1297.16,2137.59,431.01,1241.58,8839.83,9862.2,116.44,331.686,13832.0
48,2003-06-17,3286.48,2505.99,9323.0,4950.8,907.26,4190.4,1298.78,2143.3,435.63,1239.63,9033.0,10030.3,116.47,337.563,13776.0
49,2003-06-18,3304.15,2527.44,9293.8,4992.5,905.355,4207.0,1306.46,2150.76,440.07,1247.9,9092.97,9970.3,116.41,335.59,13510.0
50,2003-06-20,3238.98,2515.33,9200.7,4936.8,894.191,4160.1,1311.96,2151.43,432.89,1223.13,9120.39,9930.3,115.09,336.277,13130.0
51,2003-06-23,3186.39,2450.57,9072.9,4825.9,880.921,4087.9,1313.05,2121.5,424.1,1200.17,9137.14,9935.9,114.24,331.64,12991.2
52,2003-06-24,3217.34,2446.78,9109.8,4829.0,877.849,4060.9,1306.09,2134.29,419.88,1191.7,8919.26,9629.4,114.51,329.675,13108.4
53,2003-06-25,3198.82,2453.73,9011.5,4832.1,876.456,4067.9,1300.12,2148.45,420.48,1188.41,8932.26,9629.0,113.89,332.687,13025.7
54,2003-06-26,3241.22,2452.86,9079.0,4847.8,877.82,4041.7,1306.36,2135.33,427.06,1214.68,8923.41,9606.1,113.99,332.521,13111.7
55,2003-06-27,3224.66,2453.49,8989.0,4847.9,874.177,4067.8,1313.11,2150.47,422.29,1205.25,9104.06,9657.2,113.15,333.575,13024.1
56,2003-06-30,3220.58,2419.51,8985.4,4813.7,871.066,4031.2,1305.71,2170.79,425.29,1201.69,9083.11,9577.1,112.3,332.684,12972.5
57,2003-07-02,3241.04,2420.35,9142.8,4789.8,886.365,3963.9,1331.86,2166.9,429.45,1245.75,9592.24,9602.6,113.21,341.331,13310.4
58,2003-07-03,3241.92,2421.64,9070.2,4826.0,885.823,4024.8,1324.19,2175.34,427.68,1231.34,9624.8,9646.1,113.29,343.229,13134.4
59,2003-07-07,3332.87,2486.01,9216.7,4933.0,897.993,4074.8,1342.97,2207.72,444.64,1281.89,9795.16,9892.4,111.79,349.763,13402.0
60,2003-07-08,3344.46,2492.73,9223.0,4912.0,898.613,4073.6,1328.16,2225.84,450.61,1298.37,9898.72,9992.9,112.57,351.53,13618.8
61,2003-07-10,3269.84,2441.9,9036.0,4859.2,884.992,4028.8,1321.3,2204.05,443.01,1268.65,9955.62,9983.3,113.7,346.816,13501.2
62,2003-07-11,3326.51,2477.72,9119.59,4914.0,889.533,4058.1,1326.47,2221.11,443.08,1280.57,9635.35,9911.5,113.32,346.423,13320.5
63,2003-07-14,3396.07,2517.88,9177.1,4982.5,897.45,4127.6,1346.7,2253.6,456.64,1295.74,9755.63,10122.4,112.95,353.432,13588.1
64,2003-07-15,3384.69,2503.36,9128.9,4957.5,892.497,4102.5,1345.28,2268.06,455.07,1294.47,9751.0,10135.6,113.37,352.009,13614.1
65,2003-07-16,3387.64,2487.99,9094.5,4940.1,886.413,4077.1,1350.29,2295.97,458.37,1291.99,9735.97,10207.2,112.97,350.353,13487.2
66,2003-07-17,3330.68,2449.73,9050.8,4906.2,874.813,4056.6,1342.39,2282.13,450.94,1255.94,9498.86,10096.7,116.01,346.22,13622.2
67,2003-07-18,3366.71,2458.92,9188.1,4910.2,881.668,4073.2,1345.89,2292.92,453.47,1259.91,9527.73,10140.8,113.64,344.542,13794.2
68,2003-07-22,3318.15,2436.88,9158.4,4871.3,880.354,4079.7,1320.98,2289.62,445.15,1257.63,9485.97,10008.7,113.17,344.919,13835.2
69,2003-07-23,3304.48,2429.07,9194.2,4903.7,883.999,4086.5,1338.85,2289.64,442.38,1268.52,9615.34,9900.6,113.37,344.192,13798.7
70,2003-07-24,3374.82,2480.87,9112.5,4970.6,885.976,4149.6,1332.05,2300.21,455.73,1253.76,9671.0,9923.1,113.01,347.598,13761.1
71,2003-07-25,3356.89,2442.13,9284.5,4946.0,894.612,4131.2,1334.76,2298.28,453.6,1278.31,9648.01,9939.2,112.45,350.411,13750.3
72,2003-07-28,3417.77,2486.76,9266.5,5006.0,896.437,4148.8,1333.69,2322.41,458.35,1280.53,9839.91,10134.9,112.16,354.458,13643.3
73,2003-07-29,3428.12,2470.41,9204.4,4992.6,891.688,4137.0,1332.35,2329.69,454.75,1275.17,9834.31,10198.6,112.62,353.353,13623.3
74,2003-07-30,3429.03,2483.9,9200.0,5043.6,886.781,4141.2,1329.64,2333.36,451.64,1263.78,9632.66,10121.2,112.44,351.26,13474.5
75,2003-07-31,3487.86,2519.79,9233.8,5079.1,887.78,4157.0,1321.26,2336.64,461.4,1276.94,9563.21,10134.8,111.84,352.624,13571.7
76,2003-08-01,3438.89,2479.7,9153.9,5044.8,880.789,4098.4,1320.28,2345.18,458.8,1264.34,9611.67,10248.6,111.33,353.232,13129.8
77,2003-08-04,3405.31,2456.28,9186.0,4990.0,880.925,4100.1,1317.99,2368.01,458.24,1267.38,9452.79,10183.1,112.07,351.953,12938.8
78,2003-08-05,3438.36,2481.77,9036.3,5046.1,872.991,4121.0,1323.35,2368.6,465.98,1229.72,9382.58,10177.4,111.55,350.148,13059.2
79,2003-08-06,3375.66,2437.38,9061.7,4997.8,869.976,4070.4,1314.75,2338.09,459.73,1215.13,9323.91,9987.5,111.13,347.051,12887.7
80,2003-08-07,3331.89,2436.06,9126.4,4985.5,875.533,4095.6,1320.33,2322.56,451.1,1217.17,9265.56,9958.1,110.99,349.722,13328.3
81,2003-08-08,3332.24,2460.14,9191.0,5004.7,878.399,4147.8,1320.06,2356.86,459.79,1207.28,9327.53,9945.2,109.63,349.611,13499.9
82,2003-08-11,3339.58,2479.06,9217.3,5003.0,882.79,4176.7,1317.34,2364.35,460.1,1223.14,9487.8,10093.5,108.05,352.334,13560.2
83,2003-08-12,3381.71,2496.58,9310.0,5049.6,889.211,4185.6,1323.64,2387.86,467.87,1240.7,9564.81,10184.2,108.78,352.778,13602.4
84,2003-08-13,3398.89,2497.74,9271.7,5030.4,887.78,4180.7,1324.99,2380.5,475.05,1240.37,9752.75,10301.5,107.74,357.538,13682.2
85,2003-08-14,3452.7,2544.05,9310.5,5071.4,894.787,4237.8,1328.57,2390.34,474.08,1251.9,9913.47,10374.0,106.83,360.923,13812.1
86,2003-08-18,3507.23,2574.0,9412.4,5167.4,901.285,4272.1,1331.31,2392.17,483.69,1284.81,10032.97,10525.0,100.89,364.586,14146.2
87,2003-08-19,3504.53,2579.19,9428.9,5186.2,902.644,4250.8,1347.23,2387.34,491.08,1299.69,10174.1,10509.3,101.07,365.884,14157.9
88,2003-08-20,3501.23,2562.65,9397.5,5153.7,903.24,4217.4,1349.93,2382.68,493.74,1299.73,10292.06,10475.3,98.29,366.433,14466.9
89,2003-08-21,3565.47,2583.91,9423.6,5207.8,904.559,4223.5,1351.59,2389.01,507.47,1314.65,10362.69,10643.6,98.81,371.425,14669.9
90,2003-08-22,3549.05,2593.55,9348.8,5250.7,897.74,4225.9,1349.97,2397.09,512.4,1304.54,10281.17,10760.7,100.15,372.849,14613.0
91,2003-08-26,3455.48,2537.14,9340.4,5156.7,895.155,4177.4,1358.49,2387.18,506.8,1309.05,10332.57,10753.9,99.91,369.318,14877.6
92,2003-08-27,3483.08,2560.76,9333.7,5180.0,897.03,4206.4,1358.76,2391.66,510.55,1318.93,10308.99,10678.6,99.92,371.085,15142.5
93,2003-08-28,3492.67,2575.99,9374.2,5201.0,901.242,4198.0,1358.66,2397.95,513.86,1332.33,10225.22,10760.1,99.29,371.556,15064.5
94,2003-08-29,3484.58,2556.71,9415.8,5124.2,905.324,4161.1,1350.86,2404.59,524.2,1341.2,10343.55,10909.0,100.2,375.518,15174.4
95,2003-09-02,3567.2,2599.8,9523.2,5185.0,916.592,4204.4,1368.99,2409.61,543.74,1361.09,10690.08,10939.94,102.44,378.697,15454.3
96,2003-09-03,3647.51,2641.55,9568.4,5291.0,922.909,4262.1,1377.68,2442.52,561.19,1360.19,10715.69,11102.36,102.51,381.616,15633.8
97,2003-09-04,3668.67,2638.8,9587.9,5298.8,924.453,4248.8,1370.08,2426.86,561.63,1373.26,10646.95,11138.62,101.94,382.799,15704.8
98,2003-09-05,3607.71,2614.81,9503.3,5310.6,922.872,4257.2,1369.0,2435.6,556.3,1361.9,10650.77,11170.61,99.92,384.734,15899.6
99,2003-09-08,3641.53,2635.6,9586.2,5336.3,931.577,4292.1,1381.72,2468.14,560.74,1386.73,10683.76,11165.28,99.32,386.103,16050.2
100,2003-09-09,3594.4,2604.08,9507.2,5297.8,927.775,4263.9,1373.64,2463.8,554.55,1370.56,10922.04,11046.82,98.71,384.805,15718.3
101,2003-09-10,3536.87,2565.52,9420.4,5306.2,918.011,4252.1,1371.45,2437.59,534.21,1332.28,10856.32,10810.31,98.99,383.478,15983.2
102,2003-09-11,3566.85,2572.74,9459.7,5313.8,919.341,4242.2,1382.38,2462.4,531.01,1350.8,10546.33,10883.52,99.12,384.029,16292.4
103,2003-09-16,3564.75,2585.28,9567.3,5371.4,931.848,4299.0,1365.7,2503.64,540.26,1382.82,10887.03,11071.38,98.99,383.678,16269.5
104,2003-09-17,3561.03,2586.81,9545.6,5398.9,933.317,4293.0,1361.34,2523.75,543.99,1376.8,10990.11,11140.05,97.8,384.772,16492.3
105,2003-09-18,3612.02,2608.58,9659.1,5422.6,944.095,4314.7,1360.01,2514.2,543.01,1400.13,11033.32,11069.22,98.35,384.306,16889.4
106,2003-09-19,3578.7,2582.47,9644.8,5387.1,942.484,4257.0,1365.78,2510.67,524.93,1392.26,10938.42,10968.42,98.3,382.827,16851.4
107,2003-09-22,3456.27,2514.11,9535.4,5257.2,932.745,4228.2,1354.93,2476.69,510.68,1366.32,10475.1,10873.27,98.25,378.857,16485.6
108,2003-09-24,3307.34,2477.34,9425.5,5230.7,925.676,4236.4,1348.11,2453.95,503.75,1339.64,10502.29,11295.89,99.93,383.301,16057.8
109,2003-09-25,3326.27,2465.13,9343.9,5160.6,918.89,4202.2,1340.09,2447.42,495.08,1325.75,10310.04,11286.52,98.74,379.631,15806.0
110,2003-09-26,3324.85,2447.92,9313.0,5131.3,912.188,4157.1,1342.58,2442.03,485.49,1309.31,10318.44,11290.15,98.63,376.657,15810.6
111,2003-09-29,3323.38,2440.12,9380.2,5102.3,916.904,4143.3,1348.98,2462.04,487.8,1335.51,10229.57,11141.28,98.54,377.0,16108.7
112,2003-09-30,3256.78,2395.87,9275.0,5043.5,909.641,4091.3,1351.89,2439.37,485.44,1303.7,10219.05,11229.87,99.12,377.634,16010.6
113,2003-10-02,3276.64,2434.63,9487.8,5077.9,933.326,4209.1,1353.23,2425.83,497.8,1337.1,10593.53,11546.12,99.12,387.049,16893.6
114,2003-10-06,3404.91,2497.1,9594.9,5161.5,946.826,4270.1,1363.07,2453.58,517.18,1381.7,10740.14,11734.48,99.12,393.782,17273.3
115,2003-10-07,3355.78,2476.61,9654.6,5123.7,951.585,4272.0,1364.71,2449.67,512.55,1392.56,10820.33,11723.92,99.12,395.939,17470.1
116,2003-10-08,3395.33,2473.88,9630.9,5146.2,947.361,4268.6,1373.91,2444.5,521.07,1382.4,10542.2,11720.8,100.06,398.572,17804.8
117,2003-10-09,3481.9,2531.37,9680.0,5217.8,953.812,4313.9,1376.41,2454.25,535.49,1396.95,10531.44,11800.37,100.41,403.686,17708.1
118,2003-10-10,3471.25,2518.44,9674.6,5204.5,956.273,4311.0,1379.22,2456.94,531.12,1404.87,10786.04,11935.83,105.99,407.879,17676.1
119,2003-10-14,3538.13,2552.38,9812.9,5254.0,964.298,4334.1,1397.4,2457.93,538.58,1420.66,10966.43,11856.02,105.38,408.723,18178.0
120,2003-10-15,3570.58,2571.41,9803.0,5262.5,963.246,4368.8,1401.78,2473.64,552.83,1417.59,10899.95,12056.18,104.61,407.807,17942.0
121,2003-10-16,3577.72,2557.8,9791.7,5262.9,967.054,4339.7,1410.23,2487.09,550.56,1426.71,11025.15,12027.57,103.01,411.612,17955.0
122,2003-10-17,3516.67,2550.82,9721.7,5247.3,959.427,4344.0,1406.11,2481.89,540.54,1394.02,11037.89,12044.49,103.13,409.651,17790.7
123,2003-10-20,3559.33,2552.18,9777.9,5266.6,963.094,4347.5,1406.76,2481.37,538.99,1409.31,11161.71,12147.89,103.33,411.1,18369.5
124,2003-10-21,3580.08,2560.14,9747.6,5257.9,965.056,4352.3,1400.17,2502.69,541.92,1422.13,11031.52,12250.69,103.74,410.052,18448.7
125,2003-10-22,3490.6,2509.97,9598.2,5176.6,953.541,4285.6,1394.23,2498.12,529.13,1387.4,10889.62,12238.63,106.41,408.935,18234.8
126,2003-10-23,3497.14,2489.07,9613.1,5123.0,947.079,4240.2,1386.31,2472.67,524.25,1378.11,10335.16,11737.18,105.52,400.732,17689.8
127,2003-10-24,3452.64,2482.56,9582.4,5123.7,946.114,4239.0,1387.32,2475.65,520.97,1370.61,10335.7,11736.37,105.44,400.682,17551.6
128,2003-10-27,3517.1,2512.32,9608.1,5157.6,949.994,4251.3,1386.98,2484.83,531.17,1377.41,10454.12,11749.72,104.65,400.967,17750.4
129,2003-10-28,3586.93,2542.7,9748.3,5185.2,960.51,4272.9,1392.19,2493.71,548.93,1420.02,10561.01,12091.88,104.67,407.075,18227.6
130,2003-10-29,3615.42,2556.16,9774.5,5177.5,963.822,4265.7,1407.37,2498.9,555.49,1419.92,10739.22,12130.51,104.67,408.791,17944.8
131,2003-10-30,3639.66,2571.51,9786.6,5223.2,964.589,4300.9,1418.92,2514.18,558.49,1417.38,10695.56,12143.35,104.74,409.89,18093.8
132,2003-10-31,3655.99,2575.04,9801.1,5211.4,962.707,4287.6,1421.14,2555.37,563.44,1416.39,10559.59,12190.1,106.48,409.115,17954.6
133,2003-11-04,3741.71,2627.32,9838.8,5252.1,967.231,4330.3,1448.03,2584.99,573.19,1429.38,10847.97,12440.72,111.67,417.479,18541.1
134,2003-11-05,3717.7,2609.9,9820.8,5203.2,964.089,4303.4,1434.81,2582.48,558.27,1429.56,10837.54,12438.92,113.23,417.577,18307.0
135,2003-11-06,3733.93,2626.68,9856.9,5235.7,964.504,4324.2,1431.94,2579.84,562.58,1440.08,10552.3,12150.09,113.79,413.771,18612.9
136,2003-11-07,3782.56,2657.6,9809.7,5299.6,967.327,4376.9,1437.94,2604.81,568.96,1436.73,10628.98,12215.17,111.65,416.474,18672.1
137,2003-11-10,3746.24,2633.07,9756.5,5242.2,962.817,4341.8,1436.7,2603.1,559.07,1414.62,10504.54,12156.68,109.85,414.109,18572.2
138,2003-11-11,3729.87,2618.9,9737.7,5260.3,958.324,4345.1,1428.69,2570.42,548.79,1409.64,10207.04,12003.62,111.22,409.642,18408.6
139,2003-11-12,3748.34,2627.15,9848.8,5270.6,968.244,4371.2,1433.39,2583.88,558.43,1443.52,10226.22,11971.48,110.02,412.508,18793.5
140,2003-11-14,3797.4,2656.94,9768.6,5369.8,970.017,4397.0,1452.28,2593.59,572.17,1407.51,10167.06,12203.53,110.0,417.675,18985.8
141,2003-11-17,3674.54,2586.05,9710.8,5274.7,957.911,4338.9,1442.79,2578.18,550.34,1393.75,9786.83,11997.02,110.27,410.303,18668.7
142,2003-11-18,3666.28,2584.05,9624.1,5249.9,956.495,4354.7,1453.09,2576.66,549.86,1364.7,9897.05,12027.26,108.06,410.771,18812.9
143,2003-11-19,3652.29,2574.66,9690.4,5197.6,957.419,4327.4,1459.76,2558.38,545.78,1378.9,9614.6,11872.99,109.33,404.273,18807.3
144,2003-11-20,3638.04,2568.71,9619.4,5200.9,954.115,4308.0,1446.03,2557.91,546.5,1363.49,9865.7,11845.41,111.42,401.15,19199.1
145,2003-11-21,3642.25,2578.24,9628.5,5206.3,955.978,4319.0,1450.69,2561.93,544.55,1373.32,9852.83,11839.8,110.48,403.723,19248.3
146,2003-11-25,3733.16,2625.31,9763.9,5309.1,968.171,4388.7,1474.77,2603.82,559.66,1411.36,9960.2,12008.07,111.76,405.498,19809.8
147,2003-11-26,3712.98,2619.56,9779.5,5296.0,974.718,4370.3,1466.41,2603.3,555.96,1420.11,10144.83,12086.67,111.54,408.898,19694.8
148,2003-11-28,3745.95,2630.47,9782.4,5317.5,976.019,4342.6,1490.67,2603.75,557.17,1424.25,10100.57,12317.47,110.37,413.325,20103.8
149,2003-12-01,3821.2,2674.62,9899.0,5374.9,988.272,4410.0,1507.65,2605.62,563.9,1447.08,10403.27,12456.99,111.84,421.291,20520.6
150,2003-12-02,3809.26,2666.97,9853.6,5378.2,989.35,4378.9,1509.38,2617.68,562.5,1431.89,10410.15,12412.23,111.68,422.684,20458.4
151,2003-12-03,3875.66,2694.01,9873.4,5440.7,990.53,4392.0,1510.55,2610.5,563.59,1419.77,10326.39,12361.18,111.75,423.651,20539.6
152,2003-12-04,3874.78,2693.43,9930.8,5427.0,992.252,4378.2,1507.42,2598.95,562.55,1432.38,10429.99,12342.65,111.5,421.194,20414.1
153,2003-12-05,3841.73,2672.02,9862.6,5365.1,987.821,4367.0,1511.04,2602.69,558.21,1406.91,10373.46,12314.73,110.98,419.682,20879.8
154,2003-12-09,3846.18,2672.62,9923.4,5392.4,987.476,4379.6,1523.92,2596.33,552.29,1383.66,10124.28,12393.64,109.91,423.1,21259.7
155,2003-12-10,3820.92,2660.73,9921.8,5345.1,983.093,4335.4,1503.7,2598.84,548.74,1388.96,9910.56,12398.38,110.28,421.772,20972.6
156,2003-12-11,3858.85,2684.71,10008.1,5403.1,989.475,4331.3,1501.05,2580.5,544.92,1416.96,10075.14,12554.58,109.31,423.507,21296.3
157,2003-12-12,3860.13,2685.39,10042.1,5397.6,995.217,4347.6,1509.58,2576.36,545.52,1417.27,10169.66,12594.42,109.07,426.369,20973.9
158,2003-12-15,3875.47,2698.77,10022.8,5427.1,995.878,4348.0,1515.4,2592.78,546.95,1396.82,10490.77,12520.17,109.15,429.605,20709.7
159,2003-12-16,3865.98,2697.14,10129.5,5383.3,997.057,4333.0,1498.95,2580.76,532.53,1403.28,10271.6,12260.33,108.73,425.648,20759.5
160,2003-12-17,3847.57,2692.26,10145.2,5356.5,997.984,4354.2,1494.78,2569.6,526.33,1400.0,10092.64,12193.12,108.59,421.969,21199.2
161,2003-12-18,3870.88,2714.73,10248.0,5415.8,1007.169,4397.3,1509.25,2563.17,531.71,1431.31,10104.0,12240.25,108.1,425.776,21489.2
162,2003-12-19,3898.42,2725.26,10278.22,5413.4,1008.523,4412.3,1525.76,2555.55,534.36,1426.17,10284.54,12371.75,104.59,427.759,21385.5
163,2003-12-22,3876.94,2714.09,10338.0,5387.8,1012.461,4424.0,1531.8,2542.03,533.91,1431.71,10372.51,12487.99,104.18,430.574,21630.2
164,2003-12-29,3952.72,2744.2,10450.0,5445.2,1028.182,4457.5,1548.69,2580.6,540.14,1470.37,10500.62,12464.29,105.25,436.296,22045.4
165,2003-12-30,3965.16,2750.09,10425.04,5487.8,1032.265,4470.4,1545.15,2586.07,541.31,1470.01,10676.64,12526.74,105.7,441.627,22236.3
166,2004-01-05,4035.9,2808.07,10544.07,5582.7,1051.889,4513.3,1598.85,2651.2,556.7,1496.58,10825.17,13005.33,106.23,462.29,23531.7
167,2004-01-07,4004.4,2782.52,10529.03,5583.4,1052.089,4473.0,1611.38,2649.61,557.09,1514.26,10757.82,13157.68,106.82,459.844,23320.1
168,2004-01-08,4045.43,2821.33,10592.44,5605.1,1059.436,4494.2,1631.79,2666.21,576.43,1530.65,10837.65,13203.59,113.13,461.859,23716.8
169,2004-01-09,4016.18,2800.16,10458.89,5574.7,1056.785,4466.3,1627.46,2659.82,575.92,1520.46,10965.05,13385.8,113.13,468.068,23916.7
170,2004-01-13,3996.22,2801.97,10427.18,5559.1,1054.596,4440.1,1646.32,2684.51,576.69,1524.78,10849.68,13396.65,113.74,467.66,23939.6
171,2004-01-14,4055.21,2829.44,10538.37,5624.3,1059.703,4461.4,1672.67,2698.56,582.75,1534.08,10863.0,13320.88,112.47,464.129,23398.6
