close_ts,btceur close_value
2020-03-04 01:00:00,7966.68
2020-03-05 01:00:00,7875.19
2020-03-06 01:00:00,7926.22
2020-03-07 01:00:00,8152.51
2020-03-08 01:00:00,8145.51
2020-03-09 01:00:00,7916.86
2020-03-10 01:00:00,7111.76
2020-03-11 01:00:00,6989.59
2020-03-12 01:00:00,7016.85
2020-03-13 01:00:00,7113.56
2020-03-14 01:00:00,4368.1
2020-03-15 01:00:00,5173.76
2020-03-16 01:00:00,4721.09
2020-03-17 01:00:00,4826.26
2020-03-18 01:00:00,4574.79
2020-03-19 01:00:00,4958.8
2020-03-20 01:00:00,4977.46
2020-03-21 01:00:00,5870.0
2020-03-22 01:00:00,5860.06
2020-03-23 01:00:00,5828.3
2020-03-24 01:00:00,5495.68
2020-03-25 01:00:00,6079.71
2020-03-26 01:00:00,6276.96
2020-03-27 01:00:00,6218.84
2020-03-28 01:00:00,6162.54
2020-03-29 01:00:00,5839.09
2020-03-30 02:00:00,5737.88
2020-03-31 02:00:00,5385.72
2020-04-01 02:00:00,5942.62
2020-04-02 02:00:00,5940.0
2020-04-03 02:00:00,6155.9
2020-04-04 02:00:00,6342.0
2020-04-05 02:00:00,6332.47
2020-04-06 02:00:00,6436.0
2020-04-07 02:00:00,6332.0
2020-04-08 02:00:00,6821.0
2020-04-09 02:00:00,6654.14
2020-04-10 02:00:00,6799.82
2020-04-11 02:00:00,6767.82
2020-04-12 02:00:00,6396.11
2020-04-13 02:00:00,6412.0
2020-04-14 02:00:00,6447.0
2020-04-15 02:00:00,6343.0
2020-04-16 02:00:00,6310.0
2020-04-17 02:00:00,6151.0
2020-04-18 02:00:00,6600.0
2020-04-19 02:00:00,6510.0
2020-04-20 02:00:00,6707.4
2020-04-21 02:00:00,6616.31
2020-04-22 02:00:00,6339.32
2020-04-23 02:00:00,6378.91
2020-04-24 02:00:00,6638.71
2020-04-25 02:00:00,6974.6
2020-04-26 02:00:00,6981.85
2020-04-27 02:00:00,7030.0
2020-04-28 02:00:00,7175.92
2020-04-29 02:00:00,7214.47
2020-04-30 02:00:00,7237.37
2020-05-01 02:00:00,8119.0
2020-05-02 02:00:00,7965.88
2020-05-03 02:00:00,8073.85
2020-05-04 02:00:00,8199.59
2020-05-05 02:00:00,8159.61
2020-05-06 02:00:00,8179.89
2020-05-07 02:00:00,8389.42
2020-05-08 02:00:00,8544.99
2020-05-09 02:00:00,9221.0
2020-05-10 02:00:00,9069.71
2020-05-11 02:00:00,8800.44
2020-05-12 02:00:00,8113.83
2020-05-13 02:00:00,7980.25
2020-05-14 02:00:00,8190.22
2020-05-15 02:00:00,8687.0
2020-05-16 02:00:00,9086.47
2020-05-17 02:00:00,8645.0
2020-05-18 02:00:00,8714.19
2020-05-19 02:00:00,8975.7
2020-05-20 02:00:00,9000.0
2020-05-21 02:00:00,8980.45
2020-05-22 02:00:00,8761.34
2020-05-23 02:00:00,8353.92
2020-05-24 02:00:00,8507.93
2020-05-25 02:00:00,8520.46
2020-05-26 02:00:00,8131.19
2020-05-27 02:00:00,8274.64
2020-05-28 02:00:00,8200.24
2020-05-29 02:00:00,8485.1
2020-05-30 02:00:00,8668.69
2020-05-31 02:00:00,8574.85
2020-06-01 02:00:00,8725.74
2020-06-02 02:00:00,8518.72
2020-06-03 02:00:00,9048.99
2020-06-04 02:00:00,8588.15
2020-06-05 02:00:00,8650.39
2020-06-06 02:00:00,8682.18
2020-06-07 02:00:00,8613.73
2020-06-08 02:00:00,8650.72
2020-06-09 02:00:00,8684.36
2020-06-10 02:00:00,8720.0
2020-06-11 02:00:00,8652.85
2020-06-12 02:00:00,8745.0
2020-06-13 02:00:00,8288.01
2020-06-14 02:00:00,8485.0
2020-06-15 02:00:00,8477.84
2020-06-16 02:00:00,8336.58
2020-06-17 02:00:00,8383.21
2020-06-18 02:00:00,8488.24
2020-06-19 02:00:00,8488.67
2020-06-20 02:00:00,8426.87
2020-06-21 02:00:00,8371.65
2020-06-22 02:00:00,8419.53
2020-06-23 02:00:00,8347.84
2020-06-24 02:00:00,8623.11
2020-06-25 02:00:00,8542.73
2020-06-26 02:00:00,8301.56
2020-06-27 02:00:00,8285.05
2020-06-28 02:00:00,8228.33
2020-06-29 02:00:00,8104.3
2020-06-30 02:00:00,8200.32
2020-07-01 02:00:00,8213.51
2020-07-02 02:00:00,8166.24
2020-07-03 02:00:00,8262.28
2020-07-04 02:00:00,8132.83
2020-07-05 02:00:00,8101.09
2020-07-06 02:00:00,8173.8
2020-07-07 02:00:00,8116.67
2020-07-08 02:00:00,8293.44
2020-07-09 02:00:00,8255.8
2020-07-10 02:00:00,8373.51
2020-07-11 02:00:00,8223.07
2020-07-12 02:00:00,8260.49
2020-07-13 02:00:00,8223.19
2020-07-14 02:00:00,8275.0
2020-07-15 02:00:00,8180.0
2020-07-16 02:00:00,8158.7
2020-07-17 02:00:00,8095.49
2020-07-18 02:00:00,8057.74
2020-07-19 02:00:00,8048.36
2020-07-20 02:00:00,8076.89
2020-07-21 02:00:00,8097.04
2020-07-22 02:00:00,8043.8
2020-07-23 02:00:00,8184.82
2020-07-24 02:00:00,8269.59
2020-07-25 02:00:00,8317.35
2020-07-26 02:00:00,8239.42
2020-07-27 02:00:00,8365.16
2020-07-28 02:00:00,8551.11
2020-07-29 02:00:00,9351.99
2020-07-30 02:00:00,9352.54
2020-07-31 02:00:00,9464.53
2020-08-01 02:00:00,9404.38
2020-08-02 02:00:00,9583.13
2020-08-03 02:00:00,10028.77
2020-08-04 02:00:00,9421.16
2020-08-05 02:00:00,9608.95
2020-08-06 02:00:00,9527.26
2020-08-07 02:00:00,9917.58
2020-08-08 02:00:00,9951.6
2020-08-09 02:00:00,9899.49
2020-08-10 02:00:00,10026.74
2020-08-11 02:00:00,9979.76
2020-08-12 02:00:00,10180.92
2020-08-13 02:00:00,9764.7
2020-08-14 02:00:00,9854.56
2020-08-15 02:00:00,9966.55
2020-08-16 02:00:00,9999.5
2020-08-17 02:00:00,10036.78
2020-08-18 02:00:00,10102.68
2020-08-19 02:00:00,10399.99
2020-08-20 02:00:00,10056.85
2020-08-21 02:00:00,9977.73
2020-08-22 02:00:00,10049.0
2020-08-23 02:00:00,9822.14
2020-08-24 02:00:00,9949.98
2020-08-25 02:00:00,9932.0
2020-08-26 02:00:00,10025.48
2020-08-27 02:00:00,9614.4
2020-08-28 02:00:00,9736.33
2020-08-29 02:00:00,9644.89
2020-08-30 02:00:00,9740.84
2020-08-31 02:00:00,9686.33
2020-09-01 02:00:00,9874.42
2020-09-02 02:00:00,9812.56
2020-09-03 02:00:00,10033.18
2020-09-04 02:00:00,9670.0
2020-09-05 02:00:00,8628.9
2020-09-06 02:00:00,8893.13
2020-09-07 02:00:00,8630.43
2020-09-08 02:00:00,8710.89
2020-09-09 02:00:00,8829.5
2020-09-10 02:00:00,8650.01
2020-09-11 02:00:00,8703.56
2020-09-12 02:00:00,8788.56
2020-09-13 02:00:00,8827.74
2020-09-14 02:00:00,8860.12
2020-09-15 02:00:00,8763.91
2020-09-16 02:00:00,9041.58
2020-09-17 02:00:00,9152.59
2020-09-18 02:00:00,9324.83
2020-09-19 02:00:00,9287.54
2020-09-20 02:00:00,9280.92
2020-09-21 02:00:00,9392.96
2020-09-22 02:00:00,9268.01
2020-09-23 02:00:00,8895.0
2020-09-24 02:00:00,9036.37
2020-09-25 02:00:00,8827.88
2020-09-26 02:00:00,9233.84
2020-09-27 02:00:00,9234.36
2020-09-28 02:00:00,9267.46
2020-09-29 02:00:00,9297.14
2020-09-30 02:00:00,9188.88
2020-10-01 02:00:00,9266.23
2020-10-02 02:00:00,9226.0
2020-10-03 02:00:00,9080.55
2020-10-04 02:00:00,9064.08
2020-10-05 02:00:00,9033.39
2020-10-06 02:00:00,9123.52
2020-10-07 02:00:00,9183.14
2020-10-08 02:00:00,9068.53
2020-10-09 02:00:00,9105.0
2020-10-10 02:00:00,9312.5
2020-10-11 02:00:00,9379.76
2020-10-12 02:00:00,9540.51
2020-10-13 02:00:00,9627.88
2020-10-14 02:00:00,9745.32
2020-10-15 02:00:00,9777.8
2020-10-16 02:00:00,9744.75
2020-10-17 02:00:00,9861.0
2020-10-18 02:00:00,9696.0
2020-10-19 02:00:00,9726.82
2020-10-20 02:00:00,9850.0
2020-10-21 02:00:00,10012.0
2020-10-22 02:00:00,10108.66
2020-10-23 02:00:00,10808.28
2020-10-24 02:00:00,11006.68
2020-10-25 02:00:00,10931.55
2020-10-26 01:00:00,11085.53
2020-10-27 01:00:00,11035.14
2020-10-28 01:00:00,11099.3
2020-10-29 01:00:00,11610.59
2020-10-30 01:00:00,11332.56
2020-10-31 01:00:00,11555.0
2020-11-01 01:00:00,11657.95
2020-11-02 01:00:00,11865.17
2020-11-03 01:00:00,11849.91
2020-11-04 01:00:00,11678.72
2020-11-05 01:00:00,11940.0
2020-11-06 01:00:00,12085.76
2020-11-07 01:00:00,13170.67
2020-11-08 01:00:00,13107.36
2020-11-09 01:00:00,12453.1
2020-11-10 01:00:00,12972.19
2020-11-11 01:00:00,12964.02
2020-11-12 01:00:00,12986.88
2020-11-13 01:00:00,13360.0
2020-11-14 01:00:00,13870.0
2020-11-15 01:00:00,13846.5
2020-11-16 01:00:00,13640.0
2020-11-17 01:00:00,13520.0
2020-11-18 01:00:00,14147.3
2020-11-19 01:00:00,14926.43
2020-11-20 01:00:00,15040.91
2020-11-21 01:00:00,15056.25
2020-11-22 01:00:00,15770.13
2020-11-23 01:00:00,15763.1
2020-11-24 01:00:00,15551.9
2020-11-25 01:00:00,15562.98
2020-11-26 01:00:00,16164.96
2020-11-27 01:00:00,15776.39
2020-11-28 01:00:00,14471.8
2020-11-29 01:00:00,14384.63
2020-11-30 01:00:00,14894.39
2020-12-01 01:00:00,15250.81
2020-12-02 01:00:00,16449.17
2020-12-03 01:00:00,15614.47
2020-12-04 01:00:00,15872.2
2020-12-05 01:00:00,16039.52
2020-12-06 01:00:00,15441.73
2020-12-07 01:00:00,15861.21
2020-12-08 01:00:00,15987.51
2020-12-09 01:00:00,15875.0
2020-12-10 01:00:00,15182.72
2020-12-11 01:00:00,15404.79
2020-12-12 01:00:00,15077.8
2020-12-13 01:00:00,14937.4
2020-12-14 01:00:00,15577.58
2020-12-15 01:00:00,15803.22
2020-12-16 01:00:00,15893.84
2020-12-17 01:00:00,16028.73
2020-12-18 01:00:00,17540.5
2020-12-19 01:00:00,18607.18
2020-12-20 01:00:00,18902.03
2020-12-21 01:00:00,19481.26
2020-12-22 01:00:00,19260.28
2020-12-23 01:00:00,18622.55
2020-12-24 01:00:00,19566.34
2020-12-25 01:00:00,19114.73
2020-12-26 01:00:00,19529.41
2020-12-27 01:00:00,20287.71
2020-12-28 01:00:00,21680.4
2020-12-29 01:00:00,21374.31
2020-12-30 01:00:00,22168.76
2020-12-31 01:00:00,22333.59
2021-01-01 01:00:00,23454.08
2021-01-02 01:00:00,23713.67
2021-01-03 01:00:00,24074.83
2021-01-04 01:00:00,25925.7
2021-01-05 01:00:00,26201.52
2021-01-06 01:00:00,26048.4
2021-01-07 01:00:00,27660.81
2021-01-08 01:00:00,29812.32
2021-01-09 01:00:00,32033.41
2021-01-10 01:00:00,33035.67
2021-01-11 01:00:00,32162.82
2021-01-12 01:00:00,30851.5
2021-01-13 01:00:00,29167.44
2021-01-14 01:00:00,27945.2
2021-01-15 01:00:00,30761.94
2021-01-16 01:00:00,32200.0
2021-01-17 01:00:00,30449.97
2021-01-18 01:00:00,29842.65
2021-01-19 01:00:00,29640.51
2021-01-20 01:00:00,30319.94
2021-01-21 01:00:00,29673.74
2021-01-22 01:00:00,29317.37
2021-01-23 01:00:00,25366.79
2021-01-24 01:00:00,27110.74
2021-01-25 01:00:00,26400.67
2021-01-26 01:00:00,26552.15
2021-01-27 01:00:00,26641.92
2021-01-28 01:00:00,26729.04
2021-01-29 01:00:00,25159.81
2021-01-30 01:00:00,27591.87
2021-01-31 01:00:00,28308.04
2021-02-01 01:00:00,28287.22
2021-02-02 01:00:00,27360.17
2021-02-03 01:00:00,27805.73
2021-02-04 01:00:00,29498.75
2021-02-05 01:00:00,31304.48
2021-02-06 01:00:00,30941.23
2021-02-07 01:00:00,31883.21
2021-02-08 01:00:00,32630.72
2021-02-09 01:00:00,32319.77
2021-02-10 01:00:00,38598.85
2021-02-11 01:00:00,38429.63
2021-02-12 01:00:00,37069.0
2021-02-13 01:00:00,39608.82
2021-02-14 01:00:00,39159.39
2021-02-15 01:00:00,39084.59
2021-02-16 01:00:00,40236.11
2021-02-17 01:00:00,39606.38
2021-02-18 01:00:00,40710.04
2021-02-19 01:00:00,43377.07
2021-02-20 01:00:00,42778.45
2021-02-21 01:00:00,46194.34
2021-02-22 01:00:00,46198.79
2021-02-23 01:00:00,47420.72
2021-02-24 01:00:00,44613.96
2021-02-25 01:00:00,40326.34
2021-02-26 01:00:00,40962.04
2021-02-27 01:00:00,38829.68
2021-02-28 01:00:00,38509.17
2021-03-01 01:00:00,38413.61
2021-03-02 01:00:00,37433.27
2021-03-03 01:00:00,41258.06
2021-03-04 01:00:00,40230.47
2021-03-05 01:00:00,41925.8
2021-03-06 01:00:00,40536.56
2021-03-07 01:00:00,40972.71
2021-03-08 01:00:00,41054.35
2021-03-09 01:00:00,42760.94
2021-03-10 01:00:00,44164.04
2021-03-11 01:00:00,46168.32
2021-03-12 01:00:00,46934.44
2021-03-13 01:00:00,48245.38
2021-03-14 01:00:00,47800.05
2021-03-15 01:00:00,50256.27
2021-03-16 01:00:00,49240.7
2021-03-17 01:00:00,46757.97
2021-03-18 01:00:00,47834.24
2021-03-19 01:00:00,49173.6
2021-03-20 01:00:00,48450.07
2021-03-21 01:00:00,48862.06
2021-03-22 01:00:00,48886.76
2021-03-23 01:00:00,48379.72
2021-03-24 01:00:00,45499.08
2021-03-25 01:00:00,45961.63
2021-03-26 01:00:00,44401.96
2021-03-27 01:00:00,43640.52
2021-03-28 01:00:00,46736.59
2021-03-29 02:00:00,47353.82
2021-03-30 02:00:00,47362.2
2021-03-31 02:00:00,48924.11
2021-04-01 02:00:00,50170.2
2021-04-02 02:00:00,50041.08
2021-04-03 02:00:00,49926.22
2021-04-04 02:00:00,50123.41
2021-04-05 02:00:00,48784.75
2021-04-06 02:00:00,49574.05
2021-04-07 02:00:00,50006.22
2021-04-08 02:00:00,48967.49
2021-04-09 02:00:00,47367.48
2021-04-10 02:00:00,48816.62
2021-04-11 02:00:00,48970.74
2021-04-12 02:00:00,50175.89
2021-04-13 02:00:00,50389.37
2021-04-14 02:00:00,50200.0
2021-04-15 02:00:00,53187.44
2021-04-16 02:00:00,52635.25
2021-04-17 02:00:00,52868.95
2021-04-18 02:00:00,51356.62
2021-04-19 02:00:00,50594.45
2021-04-20 02:00:00,47225.73
2021-04-21 02:00:00,46358.26
2021-04-22 02:00:00,47015.81
2021-04-23 02:00:00,44791.57
2021-04-24 02:00:00,43083.52
2021-04-25 02:00:00,42418.58
2021-04-26 02:00:00,41643.45
2021-04-27 02:00:00,40722.53
2021-04-28 02:00:00,44785.73
2021-04-29 02:00:00,45608.42
2021-04-30 02:00:00,45257.98
2021-05-01 02:00:00,44262.08
2021-05-02 02:00:00,47989.33
2021-05-03 02:00:00,48037.06
2021-05-04 02:00:00,47131.56
2021-05-05 02:00:00,47492.38
2021-05-06 02:00:00,44396.38
2021-05-07 02:00:00,47794.87
2021-05-08 02:00:00,46808.57
2021-05-09 02:00:00,47285.84
2021-05-10 02:00:00,48526.9
2021-05-11 02:00:00,47971.28
2021-05-12 02:00:00,46243.13
2021-05-13 02:00:00,46821.39
2021-05-14 02:00:00,41281.31
2021-05-15 02:00:00,41271.18
2021-05-16 02:00:00,41175.54
2021-05-17 02:00:00,38629.16
2021-05-18 02:00:00,38299.31
2021-05-19 02:00:00,35882.74
2021-05-20 02:00:00,35212.04
2021-05-21 02:00:00,30319.47
2021-05-22 02:00:00,33349.96
2021-05-23 02:00:00,30739.55
2021-05-24 02:00:00,30894.96
2021-05-25 02:00:00,28579.78
2021-05-26 02:00:00,31918.74
2021-05-27 02:00:00,31367.74
2021-05-28 02:00:00,32272.33
2021-05-29 02:00:00,31620.66
2021-05-30 02:00:00,29348.9
2021-05-31 02:00:00,28522.92
2021-06-01 02:00:00,29330.33
2021-06-02 02:00:00,30466.19
2021-06-03 02:00:00,30043.14
2021-06-04 02:00:00,30793.14
2021-06-05 02:00:00,32400.0
2021-06-06 02:00:00,30335.95
2021-06-07 02:00:00,29323.95
2021-06-08 02:00:00,29500.01
2021-06-09 02:00:00,27617.88
2021-06-10 02:00:00,27483.74
2021-06-11 02:00:00,30739.1
2021-06-12 02:00:00,30175.04
2021-06-13 02:00:00,30871.15
2021-06-14 02:00:00,29432.35
2021-06-15 02:00:00,32179.32
2021-06-16 02:00:00,33476.1
2021-06-17 02:00:00,33140.04
2021-06-18 02:00:00,31990.73
2021-06-19 02:00:00,32022.86
2021-06-20 02:00:00,30285.05
2021-06-21 02:00:00,30011.33
2021-06-22 02:00:00,29988.97
2021-06-23 02:00:00,26555.78
2021-06-24 02:00:00,27236.81
2021-06-25 02:00:00,28256.31
2021-06-26 02:00:00,29063.07
2021-06-27 02:00:00,26512.8
2021-06-28 02:00:00,27114.19
2021-06-29 02:00:00,29082.09
2021-06-30 02:00:00,28935.67
2021-07-01 02:00:00,30172.69
2021-07-02 02:00:00,29556.5
2021-07-03 02:00:00,28295.17
2021-07-04 02:00:00,28482.22
2021-07-05 02:00:00,29195.79
2021-07-06 02:00:00,29722.66
2021-07-07 02:00:00,28419.53
2021-07-08 02:00:00,28950.93
2021-07-09 02:00:00,28747.67
2021-07-10 02:00:00,27773.13
2021-07-11 02:00:00,28505.47
2021-07-12 02:00:00,28266.12
2021-07-13 02:00:00,28862.65
2021-07-14 02:00:00,27941.83
2021-07-15 02:00:00,27983.21
2021-07-16 02:00:00,28171.96
2021-07-17 02:00:00,27347.48
2021-07-18 02:00:00,26699.29
2021-07-19 02:00:00,26954.1
2021-07-20 02:00:00,27191.82
2021-07-21 02:00:00,26444.28
2021-07-22 02:00:00,25652.34
2021-07-23 02:00:00,27596.94
2021-07-24 02:00:00,27724.92
2021-07-25 02:00:00,28837.53
2021-07-26 02:00:00,29387.87
2021-07-27 02:00:00,30292.48
2021-07-28 02:00:00,31690.18
2021-07-29 02:00:00,33674.94
2021-07-30 02:00:00,34151.37
2021-07-31 02:00:00,33996.26
2021-08-01 02:00:00,35710.6
2021-08-02 02:00:00,35257.65
2021-08-03 02:00:00,34033.95
2021-08-04 02:00:00,33361.77
2021-08-05 02:00:00,32509.14
2021-08-06 02:00:00,33918.77
2021-08-07 02:00:00,34899.95
2021-08-08 02:00:00,36747.57
2021-08-09 02:00:00,38421.79
2021-08-10 02:00:00,37855.95
2021-08-11 02:00:00,39900.85
2021-08-12 02:00:00,39400.65
2021-08-13 02:00:00,39505.43
2021-08-14 02:00:00,38472.82
2021-08-15 02:00:00,40952.21
2021-08-16 02:00:00,40395.25
2021-08-17 02:00:00,40263.24
2021-08-18 02:00:00,39608.21
2021-08-19 02:00:00,38720.65
2021-08-20 02:00:00,38714.54
2021-08-21 02:00:00,40167.33
2021-08-22 02:00:00,42193.02
2021-08-23 02:00:00,42013.49
2021-08-24 02:00:00,42422.74
2021-08-25 02:00:00,42548.26
2021-08-26 02:00:00,41112.18
2021-08-27 02:00:00,42185.11
2021-08-28 02:00:00,40442.02
2021-08-29 02:00:00,41945.47
2021-08-30 02:00:00,41769.23
2021-08-31 02:00:00,41808.32
2021-09-01 02:00:00,40335.38
2021-09-02 02:00:00,40307.89
2021-09-03 02:00:00,41524.9
2021-09-04 02:00:00,41649.47
2021-09-05 02:00:00,42410.59
2021-09-06 02:00:00,42388.74
2021-09-07 02:00:00,43798.72
2021-09-08 02:00:00,44719.86
2021-09-09 02:00:00,40362.42
2021-09-10 02:00:00,39406.26
2021-09-11 02:00:00,39663.02
2021-09-12 02:00:00,38305.8
2021-09-13 02:00:00,38575.91
2021-09-14 02:00:00,39255.84
2021-09-15 02:00:00,38359.59
2021-09-16 02:00:00,40188.01
2021-09-17 02:00:00,40921.64
2021-09-18 02:00:00,40679.29
2021-09-19 02:00:00,40407.96
2021-09-20 02:00:00,41261.94
2021-09-21 02:00:00,40434.07
2021-09-22 02:00:00,36927.07
2021-09-23 02:00:00,35013.58
2021-09-24 02:00:00,37506.4
2021-09-25 02:00:00,38476.7
2021-09-26 02:00:00,36810.01
2021-09-27 02:00:00,36664.27
2021-09-28 02:00:00,37025.52
2021-09-29 02:00:00,36179.49
2021-09-30 02:00:00,35365.22
2021-10-01 02:00:00,35919.48
2021-10-02 02:00:00,37898.99
2021-10-03 02:00:00,41509.16
2021-10-04 02:00:00,40963.47
2021-10-05 02:00:00,41420.62
2021-10-06 02:00:00,42307.16
2021-10-07 02:00:00,44154.21
2021-10-08 02:00:00,47455.22
2021-10-09 02:00:00,46113.01
2021-10-10 02:00:00,46328.59
2021-10-11 02:00:00,47283.35
2021-10-12 02:00:00,47309.11
2021-10-13 02:00:00,49822.03
2021-10-14 02:00:00,48672.96
2021-10-15 02:00:00,49465.73
2021-10-16 02:00:00,49418.96
2021-10-17 02:00:00,53052.99
2021-10-18 02:00:00,52367.26
2021-10-19 02:00:00,53008.09
2021-10-20 02:00:00,53540.02
2021-10-21 02:00:00,55272.69
2021-10-22 02:00:00,56323.24
2021-10-23 02:00:00,53462.62
2021-10-24 02:00:00,52301.38
2021-10-25 02:00:00,52808.06
2021-10-26 02:00:00,52435.99
2021-10-27 02:00:00,54400.77
2021-10-28 02:00:00,52175.65
2021-10-29 02:00:00,50566.23
2021-10-30 02:00:00,51945.9
2021-10-31 02:00:00,53771.28
2021-11-01 01:00:00,53674.39
2021-11-02 01:00:00,53228.92
2021-11-03 01:00:00,52767.68
2021-11-04 01:00:00,54640.27
2021-11-05 01:00:00,54241.26
2021-11-06 01:00:00,53218.73
2021-11-07 01:00:00,53052.68
2021-11-08 01:00:00,53423.01
2021-11-09 01:00:00,55061.31
2021-11-10 01:00:00,58300.99
2021-11-11 01:00:00,57944.01
2021-11-12 01:00:00,56697.79
2021-11-13 01:00:00,56890.08
2021-11-14 01:00:00,56267.86
2021-11-15 01:00:00,56574.99
2021-11-16 01:00:00,57587.64
2021-11-17 01:00:00,56078.33
2021-11-18 01:00:00,53220.85
2021-11-19 01:00:00,53477.88
2021-11-20 01:00:00,50098.39
2021-11-21 01:00:00,51537.14
2021-11-22 01:00:00,53117.39
2021-11-23 01:00:00,52086.86
2021-11-24 01:00:00,50100.0
2021-11-25 01:00:00,51176.74
2021-11-26 01:00:00,51074.47
2021-11-27 01:00:00,52612.72
2021-11-28 01:00:00,47672.64
2021-11-29 01:00:00,48603.44
2021-11-30 01:00:00,50843.91
2021-12-01 01:00:00,51200.07
2021-12-02 01:00:00,50297.8
2021-12-03 01:00:00,50564.04
2021-12-04 01:00:00,50037.79
2021-12-05 01:00:00,47507.74
2021-12-06 01:00:00,43939.26
2021-12-07 01:00:00,43779.3
2021-12-08 01:00:00,44778.84
2021-12-09 01:00:00,44941.61
2021-12-10 01:00:00,44558.41
2021-12-11 01:00:00,42140.12
2021-12-12 01:00:00,41781.82
2021-12-13 01:00:00,43799.99
2021-12-14 01:00:00,44309.88
2021-12-15 01:00:00,41465.35
2021-12-16 01:00:00,42991.66
2021-12-17 01:00:00,43263.51
2021-12-18 01:00:00,42061.31
2021-12-19 01:00:00,41050.42
2021-12-20 01:00:00,41707.86
2021-12-21 01:00:00,41520.2
2021-12-22 01:00:00,41590.4
2021-12-23 01:00:00,43322.64
2021-12-24 01:00:00,42951.24
2021-12-25 01:00:00,44884.67
2021-12-26 01:00:00,44991.51
2021-12-27 01:00:00,44656.94
2021-12-28 01:00:00,44904.39
2021-12-29 01:00:00,44790.3
2021-12-30 01:00:00,42100.75
2021-12-31 01:00:00,40953.63
2022-01-01 01:00:00,41654.89
2022-01-02 01:00:00,40634.64
2022-01-03 01:00:00,42046.63
2022-01-04 01:00:00,41631.48
2022-01-05 01:00:00,41110.0
2022-01-06 01:00:00,40642.89
2022-01-07 01:00:00,38495.25
2022-01-08 01:00:00,38178.91
2022-01-09 01:00:00,36634.41
2022-01-10 01:00:00,36764.95
2022-01-11 01:00:00,36938.23
2022-01-12 01:00:00,36946.41
2022-01-13 01:00:00,37652.6
2022-01-14 01:00:00,38466.37
2022-01-15 01:00:00,37184.47
2022-01-16 01:00:00,37790.01
2022-01-17 01:00:00,37812.05
2022-01-18 01:00:00,37790.42
2022-01-19 01:00:00,37066.36
2022-01-20 01:00:00,37430.39
2022-01-21 01:00:00,36777.11
2022-01-22 01:00:00,36005.17
2022-01-23 01:00:00,32228.12
2022-01-24 01:00:00,31052.04
2022-01-25 01:00:00,32037.05
2022-01-26 01:00:00,32431.0
2022-01-27 01:00:00,32744.67
2022-01-28 01:00:00,32806.22
2022-01-29 01:00:00,33363.23
2022-01-30 01:00:00,33900.28
2022-01-31 01:00:00,34340.88
2022-02-01 01:00:00,34022.36
2022-02-02 01:00:00,34270.64
2022-02-03 01:00:00,34375.21
2022-02-04 01:00:00,32737.97
2022-02-05 01:00:00,32661.62
2022-02-06 01:00:00,36354.8
2022-02-07 01:00:00,36180.55
2022-02-08 01:00:00,37033.04
2022-02-09 01:00:00,38372.4
2022-02-10 01:00:00,38632.22
2022-02-11 01:00:00,38909.13
2022-02-12 01:00:00,38148.41
2022-02-13 01:00:00,37375.22
2022-02-14 01:00:00,37252.13
2022-02-15 01:00:00,37059.64
2022-02-16 01:00:00,37655.27
2022-02-17 01:00:00,39223.78
